node_id,x,y,layer,order,component_id,source_node_id,source_cx,source_cy,source_rx,source_ry
35,41.2605,9.7913,31,0,-1,035,4418.65,-979.13,28.7,18
36,15.0255,8.3713,12,3,-1,036,1795.15,-837.13,28.7,18
37,134.47,8.7213,105,1,-1,037,13739.6,-872.13,28.7,18
38,24.8994,3.0213,19,1,-1,038,2782.54,-302.13,28.7,18
39,10.9261,9.7313,9,2,-1,039,1385.21,-973.13,51.74,26.74
40,21.2597,0.6913,16,0,-1,040,2418.57,-69.13,28.7,18
41,99.9991,12.2413,78,3,-1,041,10292.51,-1224.13,31.23,37.45
42,39.3966,9.0913,29,1,-1,042,4232.26,-909.13,28.7,18
43,19.8036,9.0313,15,4,-1,043,2272.96,-903.13,78.48,43.27
44,22.3833,4.3013,17,2,-1,044,2530.93,-430.13,28.7,18
45,115.0976,11.4113,89,1,-1,045,11802.36,-1141.13,28.7,18
46,66.2259,12.6013,50,3,-1,046,6915.19,-1260.13,28.7,18
47,16.2128,4.3313,13,1,-1,047,1913.88,-433.13,28.7,18
48,50.704,13.0413,39,3,-1,048,5363,-1304.13,28.7,18
49,130.2159,12.1613,102,1,-1,049,13314.19,-1216.13,28.7,18
50,50.704,11.8913,39,1,-1,050,5363,-1189.13,28.7,18
51,110.3389,13.4013,85,4,-1,051,11326.49,-1340.13,31.23,26.74
52,8.3716,9.5713,7,2,-1,052,1129.76,-957.13,28.7,18
53,33.9701,6.5613,25,3,-1,053,3689.61,-656.13,28.7,18
54,70.0447,9.5413,53,0,-1,054,7297.07,-954.13,28.7,18
55,7.068,3.5313,6,0,-1,055,999.4,-353.13,65.52,43.27
56,3.8471,6.1213,3,1,-1,056,677.31,-612.13,28.7,18
57,87.0722,12.7613,66,0,-1,057,8999.82,-1276.13,45.01,26.74
58,97.586,10.9813,76,1,-1,058,10051.2,-1098.13,28.7,18
59,22.3833,9.7113,17,3,-1,059,2530.93,-971.13,28.7,18
60,135.4271,12.9313,106,3,-1,060,13835.31,-1293.13,28.7,18
61,118.1895,9.2713,91,0,-1,061,12111.55,-927.13,28.7,18
62,119.3517,11.0413,92,1,-1,062,12227.77,-1104.13,28.7,18
63,125.5492,10.2113,98,0,-1,063,12847.52,-1021.13,78.48,64.19
64,64.795,9.5413,49,0,-1,064,6772.1,-954.13,28.7,18
65,98.5431,10.2113,77,1,-1,065,10146.91,-1021.13,28.7,18
66,138.2481,9.3613,109,0,-1,066,14117.41,-936.13,28.7,18
67,14.0432,7.0313,11,3,-1,067,1696.92,-703.13,28.7,18
68,39.3966,9.6513,29,2,-1,068,4232.26,-965.13,28.7,18
69,16.2128,1.5313,13,0,-1,069,1913.88,-153.13,28.7,18
70,32.5393,7.5313,24,6,-1,070,3546.53,-753.13,45.01,26.74
71,97.586,9.9813,76,0,-1,071,10051.2,-998.13,28.7,18
72,76.5397,10.1713,57,0,-1,072,7946.57,-1017.13,103.48,43.27
73,50.704,12.4813,39,2,-1,073,5363,-1248.13,28.7,18
74,10.9261,2.5413,9,0,-1,074,1385.21,-254.13,31.23,26.74
75,98.5431,13.6913,77,3,-1,075,10146.91,-1369.13,28.7,18
76,78.3846,12.3913,58,1,-1,076,8131.06,-1239.13,45.01,26.74
77,14.0432,3.3413,11,2,-1,077,1696.92,-334.13,28.7,18
78,54.2722,9.6513,42,0,-1,078,5719.82,-965.13,28.7,18
79,84.1098,13.7213,63,1,-1,079,8703.58,-1372.13,28.7,18
80,134.47,11.6313,105,2,-1,080,13739.6,-1163.13,28.7,18
81,49.4389,10.9513,38,1,-1,081,5236.49,-1095.13,45.01,37.45
82,55.7282,11.9013,43,2,-1,082,5865.42,-1190.13,31.23,26.74
83,114.1656,11.4313,88,2,-1,083,11709.16,-1143.13,28.7,18
84,70.0447,10.0813,53,1,-1,084,7297.07,-1008.13,28.7,18
85,0.9319,7.1713,1,1,-1,085,385.79,-717.13,28.7,18
86,40.3286,9.0913,30,2,-1,086,4325.46,-909.13,28.7,18
87,116.5284,8.0913,90,0,-1,087,11945.44,-809.13,28.7,18
88,47.355,9.0213,36,0,-1,088,5028.1,-902.13,28.7,18
89,32.5393,5.6413,24,4,-1,089,3546.53,-564.13,28.7,18
90,69.0876,12.6013,52,1,-1,090,7201.36,-1260.13,28.7,18
91,127.1466,11.5613,99,0,-1,091,13007.26,-1156.13,45.01,37.45
92,29.716,4.2913,22,3,-1,092,3264.2,-429.13,28.7,18
93,28.2852,8.7513,21,5,-1,093,3121.12,-875.13,28.7,18
94,133.3078,11.2513,104,2,-1,094,13623.38,-1125.13,28.7,18
95,82.2459,13.4113,61,1,-1,095,8517.19,-1341.13,28.7,18
96,17.8739,4.6313,14,3,-1,096,2079.99,-463.13,28.7,18
97,52.7879,11.8913,41,1,-1,097,5571.39,-1189.13,31.23,37.45
98,136.3842,9.6113,107,1,-1,098,13931.02,-961.13,28.7,18
99,7.068,7.1713,6,2,-1,099,999.4,-717.13,28.7,18
100,105.1718,8.4813,82,0,-1,100,10809.78,-848.13,31.23,26.74
101,8.3716,5.2413,7,1,-1,101,1129.76,-524.13,28.7,18
102,95.385,10.2913,74,0,-1,102,9831.1,-1029.13,31.23,26.74
103,28.2852,3.6513,21,3,-1,103,3121.12,-365.13,28.7,18
104,102.8224,8.5613,80,0,-1,104,10574.84,-856.13,28.7,18
105,22.3833,1.3213,17,0,-1,105,2530.93,-132.13,45.01,26.74
106,29.716,9.7613,22,4,-1,106,3264.2,-976.13,28.7,18
107,112.0212,9.8813,86,2,-1,107,11494.72,-988.13,28.7,18
108,136.3842,11.1713,107,3,-1,108,13931.02,-1117.13,28.7,18
109,88.1707,12.6213,67,0,-1,109,9109.67,-1262.13,28.7,18
110,5.7644,3.9013,5,0,-1,110,869.04,-390.13,28.7,18
111,85.9737,13.4413,65,0,-1,111,8889.97,-1344.13,28.7,18
112,17.8739,5.7413,14,4,-1,112,2079.99,-574.13,78.48,74.91
113,24.8994,3.8113,19,2,-1,113,2782.54,-381.13,31.23,26.74
114,71.5007,12.6113,54,1,-1,114,7442.67,-1261.13,28.7,18
115,112.0212,11.2513,86,3,-1,115,11494.72,-1125.13,51.74,26.74
116,101.6602,12.8213,79,3,-1,116,10458.62,-1282.13,28.7,18
117,29.716,2.8313,22,1,-1,117,3264.2,-283.13,28.7,18
118,79.9326,12.3913,59,0,-1,118,8285.86,-1239.13,28.7,18
119,21.2597,3.0213,16,2,-1,119,2418.57,-302.13,28.7,18
120,69.0876,10.0813,52,0,-1,120,7201.36,-1008.13,28.7,18
121,24.8994,1.3213,19,0,-1,121,2782.54,-132.13,31.23,37.45
122,90.9666,12.2213,70,0,-1,122,9389.26,-1222.13,28.7,18
123,28.2852,0.9313,21,0,-1,123,3121.12,-93.13,28.7,18
124,23.7121,9.9413,18,4,-1,124,2663.81,-994.13,28.7,18
125,4.8325,8.6513,4,2,-1,125,775.85,-865.13,28.7,18
126,64.795,12.6013,49,2,-1,126,6772.1,-1260.13,28.7,18
127,49.4389,12.2213,38,3,-1,127,5236.49,-1222.13,28.7,18
128,26.3554,3.0213,20,3,-1,128,2928.14,-302.13,28.7,18
129,121.2156,11.3113,94,0,-1,129,12414.16,-1131.13,28.7,18
130,35.1323,9.7313,26,1,-1,130,3805.83,-973.13,51.74,26.74
131,3.8471,4.7813,3,0,-1,131,677.31,-478.13,31.23,37.45
132,55.7282,9.8913,43,1,-1,132,5865.42,-989.13,28.7,18
133,108.2041,8.7013,84,1,-1,133,11113.01,-870.13,96.75,43.27
134,19.8036,0.8613,15,0,-1,134,2272.96,-86.13,28.7,18
135,95.385,12.3113,74,2,-1,135,9831.1,-1231.13,51.74,26.74
136,17.8739,2.9113,14,1,-1,136,2079.99,-291.13,78.48,64.19
137,112.0212,8.9513,86,1,-1,137,11494.72,-895.13,28.7,18
138,12.5872,2.5413,10,0,-1,138,1551.32,-254.13,78.48,64.19
139,137.3161,9.3613,108,0,-1,139,14024.21,-936.13,28.7,18
140,14.0432,8.3713,11,4,-1,140,1696.92,-837.13,31.23,26.74
141,0.9319,5.2313,1,0,-1,141,385.79,-523.13,28.7,18
142,93.9926,10.8413,73,0,-1,142,9691.86,-1084.13,51.74,26.74
143,66.2259,11.9013,50,2,-1,143,6915.19,-1190.13,28.7,18
144,124.1183,10.8913,97,0,-1,144,12704.43,-1089.13,28.7,18
145,119.3517,12.3013,92,3,-1,145,12227.77,-1230.13,28.7,18
146,59.0481,12.5313,46,3,-1,146,6197.41,-1253.13,28.7,18
147,40.3286,8.5513,30,1,-1,147,4325.46,-855.13,28.7,18
148,47.355,11.2813,36,1,-1,148,5028.1,-1128.13,28.7,18
149,67.6567,11.3013,51,1,-1,149,7058.27,-1130.13,28.7,18
150,113.2085,10.9813,87,1,-1,150,11613.45,-1098.13,28.7,18
151,114.1656,8.5013,88,0,-1,151,11709.16,-850.13,28.7,18
152,129.2305,11.7913,101,1,-1,152,13215.65,-1179.13,33.88,26.74
153,93.9926,11.7613,73,1,-1,153,9691.86,-1176.13,51.74,37.45
154,61.2254,12.5313,47,2,-1,154,6415.14,-1253.13,28.7,18
155,19.8036,7.6113,15,3,-1,155,2272.96,-761.13,28.7,18
156,101.6602,13.8113,79,4,-1,156,10458.62,-1381.13,51.74,26.74
157,40.3286,7.9713,30,0,-1,157,4325.46,-797.13,28.7,18
158,28.2852,9.7613,21,6,-1,158,3121.12,-976.13,51.74,26.74
159,57.6173,7.6313,45,0,-1,159,6054.33,-763.13,28.7,18
160,108.2041,11.0513,84,3,-1,160,11113.01,-1105.13,28.7,18
161,108.2041,7.8213,84,0,-1,161,11113.01,-782.13,51.74,26.74
162,48.3404,12.2213,37,4,-1,162,5126.64,-1222.13,28.7,18
163,102.8224,14.5513,80,3,-1,163,10574.84,-1455.13,28.7,18
164,89.1027,12.2413,68,0,-1,164,9202.87,-1224.13,28.7,18
165,120.2836,12.5713,93,1,-1,165,12320.96,-1257.13,28.7,18
166,99.9991,8.2913,78,0,-1,166,10292.51,-829.13,28.7,18
167,44.4398,9.0713,34,0,-1,167,4736.58,-907.13,28.7,18
168,56.6853,10.3613,44,1,-1,168,5961.13,-1036.13,28.7,18
169,110.3389,9.1913,85,1,-1,169,11326.49,-919.13,80.72,43.27
170,37.8455,6.1913,28,1,-1,170,4077.15,-619.13,90.52,64.19
171,70.0447,10.6213,53,2,-1,171,7297.07,-1062.13,28.7,18
172,70.0447,13.4113,53,4,-1,172,7297.07,-1341.13,31.23,26.74
173,26.3554,9.7613,20,7,-1,173,2928.14,-976.13,28.7,18
174,101.6602,12.2413,79,2,-1,174,10458.62,-1224.13,28.7,18
175,98.5431,12.3113,77,2,-1,175,10146.91,-1231.13,28.7,18
176,63.1339,11.0713,48,2,-1,176,6605.99,-1107.13,51.74,26.74
177,113.2085,11.9013,87,2,-1,177,11613.45,-1190.13,28.7,18
178,45.8707,9.4413,35,0,-1,178,4879.67,-944.13,28.7,18
179,108.2041,13.9013,84,4,-1,179,11113.01,-1390.13,28.7,18
180,116.5284,10.9513,90,3,-1,180,11945.44,-1095.13,78.48,85.62
181,119.3517,11.5813,92,2,-1,181,12227.77,-1158.13,28.7,18
182,99.9991,11.5113,78,2,-1,182,10292.51,-1151.13,28.7,18
183,51.8025,10.9613,40,0,-1,183,5472.85,-1096.13,28.7,18
184,63.1339,8.7013,48,1,-1,184,6605.99,-870.13,28.7,18
185,28.2852,4.5713,21,4,-1,185,3121.12,-457.13,28.7,18
186,12.5872,11.2013,10,4,-1,186,1551.32,-1120.13,28.7,18
187,10.9261,10.5513,9,3,-1,187,1385.21,-1055.13,51.74,37.45
188,71.5007,10.0813,54,0,-1,188,7442.67,-1008.13,28.7,18
189,76.5397,13.4013,57,2,-1,189,7946.57,-1340.13,28.7,18
190,103.9845,13.1913,81,1,-1,190,10691.05,-1319.13,51.74,26.74
191,59.0481,8.1513,46,0,-1,191,6197.41,-815.13,78.48,43.27
192,67.6567,10.0813,51,0,-1,192,7058.27,-1008.13,28.7,18
193,63.1339,11.7413,48,3,-1,193,6605.99,-1174.13,28.7,18
194,44.4398,10.9913,34,2,-1,194,4736.58,-1099.13,28.7,18
195,21.2597,9.0313,16,4,-1,195,2418.57,-903.13,28.7,18
196,123.1863,10.4313,96,0,-1,196,12611.23,-1043.13,28.7,18
197,69.0876,13.4113,52,2,-1,197,7201.36,-1341.13,28.7,18
198,128.2451,12.0213,100,0,-1,198,13117.11,-1202.13,28.7,18
199,48.3404,11.2813,37,3,-1,199,5126.64,-1128.13,28.7,18
200,52.7879,10.3613,41,0,-1,200,5571.39,-1036.13,33.88,26.74
201,36.2945,10.1913,27,1,-1,201,3922.05,-1019.13,28.7,18
202,96.6006,11.5313,75,1,-1,202,9952.66,-1153.13,28.7,18
203,133.3078,11.9113,104,3,-1,203,13623.38,-1191.13,28.7,18
204,85.0417,13.7013,64,0,-1,204,8796.77,-1370.13,28.7,18
205,118.1895,12.3013,91,2,-1,205,12111.55,-1230.13,51.74,26.74
206,91.8985,12.2213,71,0,-1,206,9482.45,-1222.13,28.7,18
207,42.2176,10.2513,32,0,-1,207,4514.36,-1025.13,31.23,26.74
208,45.8707,10.9913,35,1,-1,208,4879.67,-1099.13,78.48,43.27
209,112.0212,8.4013,86,0,-1,209,11494.72,-840.13,28.7,18
210,133.3078,8.0913,104,0,-1,210,13623.38,-809.13,28.7,18
211,24.8994,9.4813,19,4,-1,211,2782.54,-948.13,28.7,18
212,122.201,13.7513,95,1,-1,212,12512.7,-1375.13,33.88,26.74
213,33.9701,3.2013,25,0,-1,213,3689.61,-320.13,28.7,18
214,5.7644,8.6513,5,2,-1,214,869.04,-865.13,28.7,18
215,15.0255,9.7613,12,4,-1,215,1795.15,-976.13,31.23,26.74
216,48.3404,8.5213,37,0,-1,216,5126.64,-852.13,28.7,18
217,125.5492,11.5613,98,1,-1,217,12847.52,-1156.13,51.74,26.74
218,97.586,13.2313,76,3,-1,218,10051.2,-1323.13,28.7,18
219,116.5284,9.3513,90,2,-1,219,11945.44,-935.13,28.7,18
220,59.0481,9.1913,46,1,-1,220,6197.41,-919.13,78.48,43.27
221,112.0212,13.4013,86,4,-1,221,11494.72,-1340.13,31.23,26.74
222,12.5872,7.1713,10,2,-1,222,1551.32,-717.13,28.7,18
223,97.586,12.3113,76,2,-1,223,10051.2,-1231.13,28.7,18
224,92.8305,11.7613,72,0,-1,224,9575.65,-1176.13,28.7,18
225,9.5338,9.8113,8,3,-1,225,1245.98,-981.13,28.7,18
226,22.3833,3.7613,17,1,-1,226,2530.93,-376.13,28.7,18
227,79.9326,14.0013,59,1,-1,227,8285.86,-1400.13,73.58,43.27
228,12.5872,9.7313,10,3,-1,228,1551.32,-973.13,28.7,18
229,2.3628,8.0013,2,1,-1,229,528.88,-800.13,78.48,53.98
230,105.1718,14.2813,82,2,-1,230,10809.78,-1428.13,28.7,18
231,131.6468,11.1213,103,1,-1,231,13457.28,-1112.13,78.48,43.27
232,115.0976,11.9513,89,2,-1,232,11802.36,-1195.13,28.7,18
233,90.9666,12.7613,70,1,-1,233,9389.26,-1276.13,28.7,18
234,63.1339,8.1513,48,0,-1,234,6605.99,-815.13,28.7,18
235,56.6853,11.9213,44,2,-1,235,5961.13,-1192.13,28.7,18
236,101.6602,8.5613,79,0,-1,236,10458.62,-856.13,51.74,37.45
237,74.3625,10.6313,56,0,-1,237,7728.85,-1063.13,28.7,18
238,37.8455,9.1813,28,2,-1,238,4077.15,-918.13,51.74,26.74
239,72.9316,12.6113,55,1,-1,239,7585.76,-1261.13,28.7,18
240,83.1778,13.6813,62,0,-1,240,8610.38,-1368.13,28.7,18
241,4.8325,4.7813,4,1,-1,241,775.85,-478.13,28.7,18
242,98.5431,8.8813,77,0,-1,242,10146.91,-888.13,31.23,26.74
243,51.8025,12.4113,40,1,-1,243,5472.85,-1241.13,28.7,18
244,26.3554,8.7513,20,6,-1,244,2928.14,-875.13,28.7,18
245,102.8224,13.2813,80,1,-1,245,10574.84,-1328.13,28.7,18
246,67.6567,13.4213,51,3,-1,246,7058.27,-1342.13,78.48,53.98
247,56.6853,8.9013,44,0,-1,247,5961.13,-890.13,28.7,18
248,21.2597,4.4613,16,3,-1,248,2418.57,-446.13,28.7,18
249,108.2041,9.4913,84,2,-1,249,11113.01,-949.13,28.7,18
250,9.5338,9.1813,8,2,-1,250,1245.98,-918.13,51.74,26.74
251,106.3592,10.5913,83,1,-1,251,10928.52,-1059.13,28.7,18
252,15.0255,7.4513,12,2,-1,252,1795.15,-745.13,28.7,18
253,64.795,11.0713,49,1,-1,253,6772.1,-1107.13,78.48,117.26
254,57.6173,12.0713,45,2,-1,254,6054.33,-1207.13,28.7,18
255,54.2722,11.8913,42,1,-1,255,5719.82,-1189.13,78.48,43.27
256,82.2459,11.3013,61,0,-1,256,8517.19,-1130.13,28.7,18
257,106.3592,8.2813,83,0,-1,257,10928.52,-828.13,28.7,18
258,49.4389,11.6813,38,2,-1,258,5236.49,-1168.13,28.7,18
259,28.2852,10.3913,21,7,-1,259,3121.12,-1039.13,28.7,18
260,99.9991,13.8113,78,4,-1,260,10292.51,-1381.13,78.48,64.19
261,44.4398,10.2813,34,1,-1,261,4736.58,-1028.13,28.7,18
262,57.6173,8.1713,45,1,-1,262,6054.33,-817.13,28.7,18
263,30.8782,8.1813,23,4,-1,263,3380.42,-818.13,51.74,37.45
264,49.4389,9.8913,38,0,-1,264,5236.49,-989.13,28.7,18
265,78.3846,10.8413,58,0,-1,265,8131.06,-1084.13,28.7,18
266,110.3389,8.4013,85,0,-1,266,11326.49,-840.13,28.7,18
267,3.8471,8.6513,3,2,-1,267,677.31,-865.13,33.88,37.45
268,119.3517,9.6113,92,0,-1,268,12227.77,-961.13,28.7,18
269,129.2305,9.9513,101,0,-1,269,13215.65,-995.13,28.7,18
270,72.9316,13.4013,55,2,-1,270,7585.76,-1340.13,28.7,18
271,81.3139,14.2913,60,1,-1,271,8423.99,-1429.13,28.7,18
272,17.8739,0.8813,14,0,-1,272,2079.99,-88.13,28.7,18
273,106.3592,13.4013,83,2,-1,273,10928.52,-1340.13,51.74,26.74
274,33.9701,5.4813,25,1,-1,274,3689.61,-548.13,28.7,18
275,9.5338,2.5413,8,0,-1,275,1245.98,-254.13,28.7,18
276,32.5393,1.3913,24,0,-1,276,3546.53,-139.13,31.23,26.74
277,23.7121,3.7613,18,2,-1,277,2663.81,-376.13,28.7,18
278,66.2259,11.1913,50,1,-1,278,6915.19,-1119.13,28.7,18
279,16.2128,4.9613,13,2,-1,279,1913.88,-496.13,51.74,26.74
280,36.2945,5.5613,27,0,-1,280,3922.05,-556.13,28.7,18
281,12.5872,4.3213,10,1,-1,281,1551.32,-432.13,28.7,18
282,135.4271,8.4713,106,0,-1,282,13835.31,-847.13,28.7,18
283,26.3554,0.4313,20,0,-1,283,2928.14,-43.13,78.48,43.27
284,96.6006,10.2913,75,0,-1,284,9952.66,-1029.13,33.88,26.74
285,7.068,4.3213,6,1,-1,285,999.4,-432.13,28.7,18
286,110.3389,11.1313,85,3,-1,286,11326.49,-1113.13,28.7,18
287,29.716,3.3713,22,2,-1,287,3264.2,-337.13,28.7,18
288,120.2836,11.3113,93,0,-1,288,12320.96,-1131.13,28.7,18
289,135.4271,9.1013,106,1,-1,289,13835.31,-910.13,31.23,26.74
290,17.8739,8.5013,14,5,-1,290,2079.99,-850.13,51.74,26.74
291,14.0432,2.2213,11,1,-1,291,1696.92,-222.13,28.7,18
292,101.6602,9.2913,79,1,-1,292,10458.62,-929.13,28.7,18
293,10.9261,4.3213,9,1,-1,293,1385.21,-432.13,28.7,18
294,102.8224,13.8213,80,2,-1,294,10574.84,-1382.13,28.7,18
295,26.3554,4.1513,20,5,-1,295,2928.14,-415.13,28.7,18
296,67.6567,12.1413,51,2,-1,296,7058.27,-1214.13,28.7,18
297,28.2852,3.0213,21,2,-1,297,3121.12,-302.13,31.23,26.74
298,23.7121,2.0413,18,1,-1,298,2663.81,-204.13,51.74,26.74
299,78.3846,13.9413,58,2,-1,299,8131.06,-1394.13,28.7,18
300,24.8994,5.0213,19,3,-1,300,2782.54,-502.13,28.7,18
301,5.7644,8.1113,5,1,-1,301,869.04,-811.13,28.7,18
302,4.8325,4.2413,4,0,-1,302,775.85,-424.13,28.7,18
303,72.9316,10.3513,55,0,-1,303,7585.76,-1035.13,28.7,18
304,29.716,0.9313,22,0,-1,304,3264.2,-93.13,28.7,18
305,21.2597,1.3213,16,1,-1,305,2418.57,-132.13,31.23,26.74
306,54.2722,12.6813,42,2,-1,306,5719.82,-1268.13,28.7,18
307,32.5393,4.1313,24,3,-1,307,3546.53,-413.13,33.88,26.74
308,90.0346,12.7213,69,0,-1,308,9296.06,-1272.13,28.7,18
309,26.3554,1.2213,20,1,-1,309,2928.14,-122.13,28.7,18
310,133.3078,8.7213,104,1,-1,310,13623.38,-872.13,51.74,26.74
311,15.0255,4.3313,12,1,-1,311,1795.15,-433.13,28.7,18
312,76.5397,13.9413,57,3,-1,312,7946.57,-1394.13,28.7,18
313,19.8036,3.2313,15,1,-1,313,2272.96,-323.13,28.7,18
314,130.2159,9.5713,102,0,-1,314,13314.19,-957.13,28.7,18
315,32.5393,2.6513,24,2,-1,315,3546.53,-265.13,51.74,26.74
316,33.9701,6.0213,25,2,-1,316,3689.61,-602.13,28.7,18
317,116.5284,8.7213,90,1,-1,317,11945.44,-872.13,31.23,26.74
318,113.2085,13.4013,87,3,-1,318,11613.45,-1340.13,28.7,18
319,39.3966,6.4313,29,0,-1,319,4232.26,-643.13,28.7,18
320,48.3404,10.7413,37,2,-1,320,5126.64,-1074.13,28.7,18
321,103.9845,13.8213,81,2,-1,321,10691.05,-1382.13,28.7,18
322,30.8782,6.5413,23,3,-1,322,3380.42,-654.13,28.7,18
323,16.2128,8.1813,13,3,-1,323,1913.88,-818.13,51.74,37.45
324,17.8739,4.0013,14,2,-1,324,2079.99,-400.13,51.74,26.74
325,8.3716,4.3213,7,0,-1,325,1129.76,-432.13,28.7,18
326,114.1656,9.5013,88,1,-1,326,11709.16,-950.13,28.7,18
327,37.8455,5.1913,28,0,-1,327,4077.15,-519.13,28.7,18
328,76.5397,12.1213,57,1,-1,328,7946.57,-1212.13,28.7,18
329,95.385,11.3013,74,1,-1,329,9831.1,-1130.13,28.7,18
330,30.8782,3.0113,23,1,-1,330,3380.42,-301.13,28.7,18
331,35.1323,5.5613,26,0,-1,331,3805.83,-556.13,51.74,26.74
332,134.47,8.0113,105,0,-1,332,13739.6,-801.13,28.7,18
333,2.3628,5.0013,2,0,-1,333,528.88,-500.13,28.7,18
334,47.355,12.4513,36,2,-1,334,5028.1,-1245.13,33.88,26.74
335,23.7121,1.3213,18,0,-1,335,2663.81,-132.13,31.23,26.74
336,28.2852,1.9313,21,1,-1,336,3121.12,-193.13,78.48,64.19
337,115.0976,8.8813,89,0,-1,337,11802.36,-888.13,28.7,18
338,23.7121,4.3013,18,3,-1,338,2663.81,-430.13,28.7,18
339,131.6468,12.1613,103,2,-1,339,13457.28,-1216.13,78.48,43.27
340,61.2254,11.7413,47,1,-1,340,6415.14,-1174.13,103.48,43.27
341,131.6468,8.9113,103,0,-1,341,13457.28,-891.13,33.88,26.74
342,26.3554,2.1213,20,2,-1,342,2928.14,-212.13,78.48,53.98
343,32.5393,2.0213,24,1,-1,343,3546.53,-202.13,28.7,18
344,134.47,12.1713,105,3,-1,344,13739.6,-1217.13,28.7,18
345,14.0432,1.5513,11,0,-1,345,1696.92,-155.13,28.7,18
346,16.2128,9.6713,13,4,-1,346,1913.88,-967.13,28.7,18
347,26.3554,3.6113,20,4,-1,347,2928.14,-361.13,28.7,18
348,81.3139,13.7513,60,0,-1,348,8423.99,-1375.13,28.7,18
349,9.5338,4.3213,8,1,-1,349,1245.98,-432.13,28.7,18
350,139.2335,9.3613,110,0,-1,350,14215.95,-936.13,33.88,37.45
