profile_id,risk,morality,action,edge_id,source_id,target_id,transition_kind,compiled_weight,source_is_transient,expected_flow,expected_flow_given_death,expected_flow_given_win
neutral_noble_neutral,neutral,noble,neutral,e0139,73,243,forced,1,true,0.0189925692537,0.0186138409015,0.0215335210846
neutral_noble_neutral,neutral,noble,neutral,e0140,74,138,profile_choice,0.5,true,0.0625,0.0669872007297,0.0323946201324
neutral_noble_neutral,neutral,noble,neutral,e0141,74,281,profile_choice,0.5,true,0.0625,0.0650822457168,0.0451752817852
neutral_noble_neutral,neutral,noble,neutral,e0142,75,260,profile_choice,0.8,true,0.0386422515537,0.0175914918257,0.179875317843
neutral_noble_neutral,neutral,noble,neutral,e0143,75,163,profile_choice,0.2,true,0.00966056288842,0.00305413545141,0.0539841890284
neutral_noble_neutral,neutral,noble,neutral,e0144,76,118,forced,1,true,0.00310159671087,0.00156999059927,0.0133773981681
neutral_noble_neutral,neutral,noble,neutral,e0145,77,19,forced,1,true,0.1479,0.155192586349,0.0989728190054
neutral_noble_neutral,neutral,noble,neutral,e0146,78,132,profile_choice,0.4,true,0.0416403713772,0.027032467957,0.139647237579
neutral_noble_neutral,neutral,noble,neutral,e0147,78,12,profile_choice,0.2,true,0.0208201856886,0.0225688684968,0.00908798038306
neutral_noble_neutral,neutral,noble,neutral,e0148,78,220,profile_choice,0.4,true,0.0416403713772,0.0435122630463,0.0290815372258
neutral_noble_neutral,neutral,noble,neutral,e0149,79,204,forced,1,true,9.65652689923e-05,4.88801667872e-05,0.0004164925917
neutral_noble_neutral,neutral,noble,neutral,e0150,80,7,forced,1,true,0.00125696872953,0.000433295898697,0.00678312745351
neutral_noble_neutral,neutral,noble,neutral,e0151,81,183,profile_choice,0.5,true,0.0550648822843,0.0516735297984,0.0778180330799
neutral_noble_neutral,neutral,noble,neutral,e0152,81,200,profile_choice,0.5,true,0.0550648822843,0.0425002864655,0.139362856187
neutral_noble_neutral,neutral,noble,neutral,e0153,82,235,forced,1,true,0.278051097325,0.248984292415,0.473065150865
