profile_a,profile_b,node_visit_js_divergence_nats,edge_flow_js_divergence_nats,win_probability_gap,trajectory_entropy_gap_nats
cautious_noble_physical,neutral_neutral_physical,0.0258870972634,0.0364729296268,0.11135081679,0.9752865109
cautious_noble_physical,neutral_neutral_neutral,0.038425091695,0.051172091952,0.128251719463,1.346260625
cautious_noble_physical,neutral_neutral_tactical,0.0688069317034,0.0887670334591,0.144226569513,2.3580748256
cautious_noble_physical,neutral_noble_physical,0.0374863088737,0.0488713818104,0.109386626489,1.0348720414
cautious_noble_physical,neutral_noble_neutral,0.04892720246,0.0620129626369,0.11834716274,1.1832923556
cautious_noble_physical,neutral_noble_tactical,0.0791359650382,0.0991541525739,0.12668455873,2.02061288
cautious_noble_physical,reckless_selfish_physical,0.0916134630786,0.126524431142,0.187464461839,3.9914830718
cautious_noble_physical,reckless_selfish_neutral,0.101632890682,0.137010727786,0.193622290134,4.1405312248
cautious_noble_physical,reckless_selfish_tactical,0.114754303717,0.151692287706,0.193665986226,4.0895369971
cautious_noble_physical,reckless_neutral_physical,0.108317766859,0.142186732086,0.177769297999,3.8736170167
cautious_noble_physical,reckless_neutral_neutral,0.11573594714,0.150353388082,0.181278398703,3.8857691824
cautious_noble_physical,reckless_neutral_tactical,0.127975230641,0.16450068544,0.179113737945,3.7583088684
cautious_noble_physical,reckless_noble_physical,0.123733278844,0.158707134194,0.170679139784,4.1772685353
cautious_noble_physical,reckless_noble_neutral,0.129657968797,0.16546940495,0.17320256594,4.0980512253
cautious_noble_physical,reckless_noble_tactical,0.141531237944,0.179306737382,0.169878157312,3.9288904758
cautious_noble_neutral,cautious_noble_tactical,0.0128358128446,0.015956478914,0.048088182818,1.638034925
cautious_noble_neutral,neutral_selfish_physical,0.0351030091936,0.0534434557886,0.085747787214,0.8862716391
cautious_noble_neutral,neutral_selfish_neutral,0.0313159608657,0.046619398415,0.117072934558,1.5768401879
cautious_noble_neutral,neutral_selfish_tactical,0.0453901835038,0.0623939059379,0.144956306897,2.7641424145
cautious_noble_neutral,neutral_neutral_physical,0.0325119792506,0.047197867725,0.088217700894,0.2724636149
cautious_noble_neutral,neutral_neutral_neutral,0.0274391740176,0.0384299305168,0.105118603567,0.643437729
cautious_noble_neutral,neutral_neutral_tactical,0.0409187422084,0.0540494013247,0.121093453617,1.6552519296
cautious_noble_neutral,neutral_noble_physical,0.0425541385597,0.0583182566181,0.086253510593,0.3320491454
cautious_noble_neutral,neutral_noble_neutral,0.0369151984897,0.0486118747798,0.095214046844,0.4804694596
cautious_noble_neutral,neutral_noble_tactical,0.0498772483316,0.0634031014794,0.103551442834,1.317789984
cautious_noble_neutral,reckless_selfish_physical,0.0921765340575,0.130131828089,0.164331345943,3.2886601758
cautious_noble_neutral,reckless_selfish_neutral,0.0913073139378,0.126968588049,0.170489174238,3.4377083288
cautious_noble_neutral,reckless_selfish_tactical,0.0929850057645,0.126982150585,0.17053287033,3.3867141011
cautious_noble_neutral,reckless_neutral_physical,0.106989386144,0.144212202571,0.154636182103,3.1707941207
cautious_noble_neutral,reckless_neutral_neutral,0.103594272455,0.138842358496,0.158145282807,3.1829462864
cautious_noble_neutral,reckless_neutral_tactical,0.104124451824,0.137957132234,0.155980622049,3.0554859724
cautious_noble_neutral,reckless_noble_physical,0.121124817843,0.15953973271,0.147546023888,3.4744456393
cautious_noble_neutral,reckless_noble_neutral,0.11639714531,0.15296183588,0.150069450044,3.3952283293
cautious_noble_neutral,reckless_noble_tactical,0.116637990557,0.151885227073,0.146745041416,3.2260675798
cautious_noble_tactical,neutral_selfish_physical,0.0585439927683,0.0827920536119,0.037659604396,0.7517632859
cautious_noble_tactical,neutral_selfish_neutral,0.036839431953,0.0536151657425,0.06898475174,0.0611947371
cautious_noble_tactical,neutral_selfish_tactical,0.0312535281064,0.0446773478889,0.0968681240793,1.1261074895
cautious_noble_tactical,neutral_neutral_physical,0.0542245811861,0.0756600418859,0.040129518076,1.3655713101
cautious_noble_tactical,neutral_neutral_neutral,0.0319269168834,0.0449489546528,0.057030420749,0.994597196
cautious_noble_tactical,neutral_neutral_tactical,0.024799893566,0.0344646276758,0.073005270799,0.0172170046
